Season,Game_ID,Game_Date,Team,Location,Wins_Entering_Gm,Losses_Entering_Gm,Team_Minutes,Final_Score,Lead_Changes,Ties,Largest_Lead,Full_Timeouts,Short_Timeouts,Qtr_4_Score,L2M_Score,Social Following (Combined Facebook and Twitter,Combined Social Following,Even Combined Social Followings (Missing first)
2016-17,21601089,3/26/2017,SAC,A,27,45,240,98,4,3,7,5,1,65,93,2.4,24.73,8.9
2016-17,21601090,3/26/2017,CHI,A,34,39,,,,,,,,,,22.33,24.38,10.9
2016-17,21601090,3/26/2017,MIL,H,37,35,,,,,,,,,,2.05,7.41,14.51
2016-17,21601091,3/26/2017,HOU,H,50,22,240,137,0,0,25,4,1,113,131,5.36,14.61,6.72
2016-17,21601091,3/26/2017,OKC,A,41,30,240,125,0,0,0,6,2,88,119,9.25,13.45,23.28
2016-17,21601092,3/26/2017,IND,H,36,36,240,107,4,3,25,4,1,81,105,4.2,6.6,34.64
2016-17,21601092,3/26/2017,PHI,A,27,45,240,94,3,2,6,5,2,69,87,2.4,13.42,13.24
2016-17,21601093,3/26/2017,BOS,H,47,26,240,112,7,6,10,4,1,85,106,11.02,30.99,6.3
2016-17,21601093,3/26/2017,MIA,A,35,37,240,108,7,3,15,5,3,75,101,19.97,33.65,32.43
2016-17,21601094,3/26/2017,GSW,H,58,14,240,106,8,5,12,4,1,83,101,13.68,16.21,5.59
2016-17,21601094,3/26/2017,MEM,A,40,32,240,94,7,8,8,5,2,81,91,2.53,4.78,6.46
2016-17,21601095,3/26/2017,NOP,A,30,42,240,115,3,3,35,4,1,87,111,2.25,4.81,22.78
2016-17,21601095,3/26/2017,DEN,H,35,37,240,90,2,0,9,6,0,59,82,2.56,30.38,16.11
2016-17,21601096,3/26/2017,LAL,H,21,51,240,81,0,1,0,5,1,56,74,27.82,30.99,8.74
2016-17,21601096,3/26/2017,POR,A,34,38,240,97,0,0,26,4,1,77,95,3.17,7.41,11.71
2016-17,21601097,3/27/2017,ORL,A,27,46,240,112,3,1,7,6,2,89,107,4.24,7.62,20.36
2016-17,21601097,3/27/2017,TOR,H,44,29,240,131,4,3,21,4,0,99,123,3.38,11.23,7.66
2016-17,21601098,3/27/2017,NYK,H,27,46,240,109,1,1,20,4,1,89,106,7.85,10.38,6.38
2016-17,21601098,3/27/2017,DET,A,34,39,240,95,0,0,8,5,2,74,92,2.53,12.79,6.37
2016-17,21601099,3/27/2017,CLE,A,47,25,240,74,1,1,3,5,2,58,72,10.26,19.47,25.18
2016-17,21601099,3/27/2017,SAS,H,56,16,240,103,1,1,33,4,1,81,103,9.21,14.92,8.62
2016-17,21601100,3/27/2017,DAL,H,31,41,,,,,,,,,,5.71,14.96,5.15
2016-17,21601100,3/27/2017,OKC,A,41,31,,,,,,,,,,9.25,11.65,14.55
2016-17,21601101,3/27/2017,SAC,H,28,45,240,91,7,6,9,4,1,74,87,2.4,4.93,33.26
2016-17,21601101,3/27/2017,MEM,A,40,33,240,90,7,7,3,5,3,68,86,2.53,4.78,6.29
2016-17,21601102,3/27/2017,NOP,A,31,42,240,100,2,4,3,5,1,71,96,2.25,4.01,23.38
2016-17,21601102,3/27/2017,UTA,H,44,29,240,108,2,2,18,4,1,81,102,1.76,3.81,14.88
2016-17,21601103,3/28/2017,MIL,A,37,36,,,,,,,,,,2.05,4.47,12.66
2016-17,21601103,3/28/2017,CHA,H,33,40,,,,,,,,,,2.42,4.87,27.19
2016-17,21601104,3/28/2017,MIN,A,28,44,240,115,5,5,9,4,3,87,110,2.45,6.65,25.15
2016-17,21601104,3/28/2017,IND,H,37,36,240,114,5,1,9,5,3,90,112,4.2,7.73,7.22
2016-17,21601105,3/28/2017,BKN,H,16,57,240,101,10,7,6,5,0,78,101,3.53,5.93,10
2016-17,21601105,3/28/2017,PHI,A,27,46,240,106,11,5,10,5,1,79,100,2.4,4.9,4.68
2016-17,21601106,3/28/2017,ATL,H,37,36,240,95,1,0,18,3,0,71,90,2.5,5.1,10.48
2016-17,21601106,3/28/2017,PHX,A,22,52,240,91,1,2,7,6,0,68,81,2.6,22.57,4.82
2016-17,21601107,3/28/2017,MIA,A,35,38,240,97,5,2,12,5,2,78,91,19.97,22.5,31.65
2016-17,21601107,3/28/2017,DET,H,34,40,240,96,5,6,4,5,1,69,91,2.53,16.21,20.2
2016-17,21601108,3/28/2017,GSW,A,59,14,240,113,0,0,22,6,1,86,107,13.68,19.04,7.06
2016-17,21601108,3/28/2017,HOU,H,51,22,240,106,0,0,0,5,1,75,99,5.36,7.92,17.03
2016-17,21601109,3/28/2017,DEN,A,35,38,240,113,3,7,7,5,3,85,107,2.56,5.73,5.49
2016-17,21601109,3/28/2017,POR,H,35,38,240,122,4,7,12,4,0,95,115,3.17,30.99,22.78
2016-17,21601110,3/28/2017,LAL,H,21,52,240,108,5,7,16,4,1,95,108,27.82,29.96,8.73
2016-17,21601110,3/28/2017,WAS,A,45,28,240,119,5,8,12,5,0,82,110,2.14,4.64,20.29
2016-17,21601111,3/29/2017,ATL,A,38,36,240,99,1,0,11,4,2,79,93,2.5,4.9,9.57
2016-17,21601111,3/29/2017,PHI,H,28,46,240,92,0,0,3,5,3,70,86,2.4,6.64,11.86
2016-17,21601112,3/29/2017,ORL,H,27,47,265,106,2,2,21,6,3,82,98,4.24,13.49,25.24
2016-17,21601112,3/29/2017,OKC,A,42,31,265,114,2,1,8,7,2,72,92,9.25,20.27,19.37
2016-17,21601113,3/29/2017,BOS,H,48,26,240,100,3,4,4,5,2,77,93,11.02,13.07,4.39
2016-17,21601113,3/29/2017,MIL,A,38,36,240,103,3,2,14,4,1,80,95,2.05,5.43,5.45
2016-17,21601114,3/29/2017,TOR,H,45,29,,,,,,,,,,3.38,5.8,12.33
2016-17,21601114,3/29/2017,CHA,A,33,41,,,,,,,,,,2.42,22.39,16.62
2016-17,21601115,3/29/2017,MIA,A,36,38,240,105,5,2,23,4,1,77,101,19.97,27.82,6.66
2016-17,21601115,3/29/2017,NYK,H,28,46,240,88,5,5,2,4,0,68,80,7.85,12.05,40.72
2016-17,21601116,3/29/2017,IND,A,37,37,,,,,,,,,,4.2,6.73,16.84
2016-17,21601116,3/29/2017,MEM,H,40,34,,,,,,,,,,2.53,4.78,5.02
2016-17,21601117,3/29/2017,NOP,H,31,43,240,121,3,1,14,4,0,89,117,2.25,7.96,12.49
2016-17,21601117,3/29/2017,DAL,A,31,42,240,118,2,0,2,6,1,83,114,5.71,19.39,23.92
2016-17,21601118,3/29/2017,GSW,A,60,14,240,110,1,1,14,5,1,84,107,13.68,22.89,7.41
2016-17,21601118,3/29/2017,SAS,H,57,16,240,98,0,1,22,6,0,77,96,9.21,14.18,5.07
2016-17,21601119,3/29/2017,LAC,H,44,31,,,,,,,,,,4.97,7.11,12.57
2016-17,21601119,3/29/2017,WAS,A,46,28,,,,,,,,,,2.14,4.54,7.35
2016-17,21601120,3/29/2017,SAC,H,29,45,240,82,0,0,0,4,1,67,79,2.4,4.16,14.19
2016-17,21601120,3/29/2017,UTA,A,45,29,240,112,0,0,30,4,0,78,107,1.76,5.29,27.67
2016-17,21601121,3/30/2017,BKN,A,16,58,240,89,5,4,9,5,1,63,83,3.53,6.06,5.05
2016-17,21601121,3/30/2017,DET,H,34,41,240,90,6,4,6,4,1,59,80,2.53,12.79,14.86
2016-17,21601122,3/30/2017,CLE,A,47,26,240,93,6,3,11,5,1,71,86,10.26,32.59,4.65
2016-17,21601122,3/30/2017,CHI,H,35,39,240,99,6,3,10,4,1,78,95,22.33,50.15,14.69
2016-17,21601123,3/30/2017,LAL,A,21,53,,,,,,,,,,27.82,30.27,31.65
2016-17,21601123,3/30/2017,MIN,H,29,44,,,,,,,,,,2.45,7.42,6.64
2016-17,21601124,3/30/2017,LAC,A,45,31,240,124,6,4,12,4,1,93,120,4.97,7.57,14.57
2016-17,21601124,3/30/2017,PHX,H,22,53,240,118,5,3,6,5,3,92,114,2.6,7.96,23.11
2016-17,21601125,3/30/2017,HOU,A,51,23,240,107,6,2,6,4,1,85,105,5.36,8.53,45.59
2016-17,21601125,3/30/2017,POR,H,36,38,240,117,6,0,13,4,1,96,107,3.17,7.37,8.1
2016-17,21601126,3/31/2017,IND,A,37,38,240,100,4,3,8,5,2,68,93,4.2,7.58,5.4
2016-17,21601126,3/31/2017,TOR,H,45,30,240,111,5,5,14,5,0,80,102,3.38,5.94,11.17
2016-17,21601127,3/31/2017,DEN,A,35,39,240,114,5,4,12,6,2,94,111,2.56,4.98,11.55
2016-17,21601127,3/31/2017,CHA,H,34,41,240,122,6,5,8,5,1,86,116,2.42,12.68,25.18
2016-17,21601128,3/31/2017,CLE,H,47,27,240,122,5,1,32,4,0,104,119,10.26,12.66,12.95
2016-17,21601128,3/31/2017,PHI,A,28,47,240,105,5,4,3,5,1,77,100,2.4,13.42,5.44
2016-17,21601129,3/31/2017,BOS,H,48,27,240,117,9,6,7,4,2,92,113,11.02,15.26,4.83
2016-17,21601129,3/31/2017,ORL,A,27,48,240,116,9,5,13,4,2,90,113,4.24,6.29,15.33
2016-17,21601130,3/31/2017,MIL,H,39,36,265,108,1,3,18,6,0,71,89,2.05,4.58,16.54
2016-17,21601130,3/31/2017,DET,A,35,41,265,105,1,3,10,6,2,73,93,2.53,8.24,6.66
2016-17,21601131,3/31/2017,DAL,A,31,43,240,90,1,0,1,6,2,62,84,5.71,8.24,9.67
2016-17,21601131,3/31/2017,MEM,H,41,34,240,99,1,1,21,5,2,73,92,2.53,4.78,15
2016-17,21601132,3/31/2017,NOP,H,32,43,240,117,2,2,32,3,1,84,113,2.25,4.65,19.39
2016-17,21601132,3/31/2017,SAC,A,29,46,240,89,2,0,3,5,0,64,82,2.4,22.37,49.31
2016-17,21601133,3/31/2017,MIA,H,37,38,240,94,2,7,1,6,2,75,91,19.97,27.82,6.81
2016-17,21601133,3/31/2017,NYK,A,28,47,240,98,2,0,11,4,1,77,96,7.85,9.61,8.77
2016-17,21601134,3/31/2017,UTA,H,46,29,240,95,6,6,10,5,2,64,88,1.76,3.9,9.68
2016-17,21601134,3/31/2017,WAS,A,46,29,240,88,6,6,5,5,2,61,83,2.14,11.35,10.8
2016-17,21601135,3/31/2017,SAS,A,57,17,240,100,2,3,5,4,0,71,87,9.21,18.46,34.26
2016-17,21601135,3/31/2017,OKC,H,43,31,240,95,1,0,21,6,1,76,91,9.25,22.93,5.47
2016-17,21601136,3/31/2017,GSW,H,61,14,,,,,,,,,,13.68,19.04,5.08
2016-17,21601136,3/31/2017,HOU,A,51,24,,,,,,,,,,5.36,10.33,13.2
2016-17,21601137,4/1/2017,LAC,H,46,31,240,115,1,0,22,5,0,93,111,4.97,32.79,4.66
2016-17,21601137,4/1/2017,LAL,A,21,54,240,104,1,1,1,3,2,72,100,27.82,30.32,19.56
2016-17,21601138,4/1/2017,ATL,A,39,36,240,104,4,3,10,5,2,84,102,2.5,24.83,6.22
2016-17,21601138,4/1/2017,CHI,H,36,39,240,106,5,6,10,6,0,79,99,22.33,25.86,13.45
2016-17,21601139,4/1/2017,BKN,H,16,59,240,121,5,4,13,3,0,89,116,3.53,7.77,14.63
2016-17,21601139,4/1/2017,ORL,A,27,49,240,111,5,3,10,5,2,89,108,4.24,6.69,9.02
2016-17,21601140,4/1/2017,MIN,H,30,44,240,117,6,4,16,5,2,85,107,2.45,4.85,8.74
2016-17,21601140,4/1/2017,SAC,A,29,47,240,123,7,5,15,5,3,91,116,2.4,5,14.1
2016-17,21601141,4/1/2017,PHX,A,22,54,240,117,0,0,2,4,2,87,114,2.6,5.77,33.34
2016-17,21601141,4/1/2017,POR,H,37,38,240,130,1,2,25,5,1,97,128,3.17,12.42,5.59
2016-17,21601142,4/2/2017,OKC,H,43,32,240,101,2,1,7,4,2,70,96,9.25,11.67,6.41
2016-17,21601142,4/2/2017,CHA,A,35,41,240,113,3,2,21,5,0,84,108,2.42,30.24,23.14
2016-17,21601143,4/2/2017,LAL,H,21,55,,,,,,,,,,27.82,30.35,30.64
2016-17,21601143,4/2/2017,MEM,A,42,34,,,,,,,,,,2.53,8.24,27.19
2016-17,21601144,4/2/2017,DAL,A,31,44,,,,,,,,,,5.71,7.76,5.41
2016-17,21601144,4/2/2017,MIL,H,40,36,,,,,,,,,,2.05,13.07,8.02
2016-17,21601145,4/2/2017,BOS,A,49,27,240,110,0,0,27,4,1,88,107,11.02,18.87,21.97
2016-17,21601145,4/2/2017,NYK,H,29,47,240,94,0,0,0,4,1,71,89,7.85,10.1,7.91
2016-17,21601146,4/2/2017,NOP,H,33,43,240,110,0,1,0,6,2,79,105,2.25,24.58,8.44
2016-17,21601146,4/2/2017,CHI,A,37,39,240,117,0,0,19,4,1,87,113,22.33,24.73,4.74
2016-17,21601147,4/2/2017,PHI,A,28,48,240,105,2,5,3,5,3,76,100,2.4,5.78,5.58
2016-17,21601147,4/2/2017,TOR,H,46,30,240,113,3,1,17,4,0,86,111,3.38,5.88,9.85
2016-17,21601148,4/2/2017,ATL,A,39,37,,,,,,,,,,2.5,6.03,6.87
2016-17,21601148,4/2/2017,BKN,H,17,59,,,,,,,,,,3.53,6.09,15.48
2016-17,21601149,4/2/2017,DEN,A,35,40,240,116,2,0,12,5,2,93,110,2.56,22.53,5.71
2016-17,21601149,4/2/2017,MIA,H,37,39,240,113,2,3,1,5,3,87,104,19.97,30.23,6.29
2016-17,21601150,4/2/2017,CLE,H,48,27,,,,,,,,,,10.26,14.46,28.59
2016-17,21601150,4/2/2017,IND,A,37,39,,,,,,,,,,4.2,13.41,25.19
2016-17,21601151,4/2/2017,SAS,H,58,17,240,109,1,2,17,4,2,88,104,9.21,10.97,7.51
2016-17,21601151,4/2/2017,UTA,A,47,29,240,103,0,2,2,5,1,78,98,1.76,15.44,12.89
2016-17,21601152,4/2/2017,GSW,H,62,14,240,139,0,0,24,5,0,106,128,13.68,15.82,5.34
2016-17,21601152,4/2/2017,WAS,A,46,30,240,115,0,1,0,6,1,88,115,2.14,7.5,7.33
2016-17,21601153,4/2/2017,HOU,A,51,25,240,123,3,4,15,4,1,90,117,5.36,7.96,9.03
2016-17,21601153,4/2/2017,PHX,H,22,55,240,116,2,2,2,5,3,83,108,2.6,5.05,31.35
2016-17,21600940,4/3/2017,MIN,H,30,45,240,110,6,5,8,5,1,86,104,2.45,5.62,7.95
2016-17,21600940,4/3/2017,POR,A,38,38,240,109,6,5,12,5,3,83,103,3.17,6.7,5.5
2016-17,21601154,4/4/2017,BKN,A,18,59,240,141,1,1,39,5,0,111,136,3.53,5.93,9.65
2016-17,21601154,4/4/2017,PHI,H,28,49,240,118,1,0,2,4,1,77,112,2.4,4.54,5.12
2016-17,21601155,4/4/2017,WAS,H,46,31,240,118,4,5,13,4,2,87,106,2.14,4.56,14.69
2016-17,21601155,4/4/2017,CHA,A,36,41,240,111,3,5,12,5,1,81,101,2.42,12.68,10.88
2016-17,21601156,4/4/2017,CLE,H,49,27,240,122,5,6,22,3,1,96,120,10.26,14.5,7.35
2016-17,21601156,4/4/2017,ORL,A,27,50,240,102,5,3,7,5,2,75,100,4.24,8.44,24.74
2016-17,21601157,4/4/2017,IND,H,37,40,,,,,,,,,,4.2,7.58,30.18
2016-17,21601157,4/4/2017,TOR,A,47,30,,,,,,,,,,3.38,5.63,12.46
2016-17,21601158,4/4/2017,NOP,H,33,44,,,,,,,,,,2.25,4.81,15.71
2016-17,21601158,4/4/2017,DEN,A,36,40,,,,,,,,,,2.56,4.61,19.47
2016-17,21601159,4/4/2017,MIL,A,40,37,240,79,1,3,1,4,1,59,76,2.05,11.3,5.67
2016-17,21601159,4/4/2017,OKC,H,43,33,240,110,1,0,39,5,0,89,110,9.25,31.58,25.15
2016-17,21601160,4/4/2017,CHI,A,38,39,240,91,0,1,4,4,2,64,86,22.33,30.18,7.23
2016-17,21601160,4/4/2017,NYK,H,29,48,240,100,1,5,25,4,0,80,95,7.85,17.06,8.77
2016-17,21601161,4/4/2017,SAS,H,59,17,265,95,5,3,11,5,2,60,78,9.21,11.74,31.64
2016-17,21601161,4/4/2017,MEM,A,42,35,265,89,5,4,6,7,4,51,76,2.53,16.21,8.61
2016-17,21601162,4/4/2017,GSW,H,63,14,240,121,5,0,23,4,1,104,119,13.68,16.13,15.49
2016-17,21601162,4/4/2017,MIN,A,31,45,240,107,5,3,4,6,2,86,105,2.45,8.16,12.8
2016-17,21601163,4/4/2017,DAL,A,32,44,240,87,5,3,7,5,1,69,81,5.71,8.11,24.83
2016-17,21601163,4/4/2017,SAC,H,30,47,240,98,5,6,12,4,0,68,88,2.4,5.57,8.89
2016-17,21601164,4/4/2017,POR,A,38,39,240,87,1,0,1,5,1,64,81,3.17,4.93,10.57
2016-17,21601164,4/4/2017,UTA,H,47,30,240,106,1,0,20,3,1,75,100,1.76,21.73,14.9
2016-17,21601165,4/5/2017,MIA,A,37,40,240,112,5,0,17,4,1,86,110,19.97,22.39,13.3
2016-17,21601165,4/5/2017,CHA,H,36,42,240,99,5,6,2,4,1,73,96,2.42,5.8,9.12
2016-17,21601166,4/5/2017,TOR,A,47,31,240,105,1,2,4,5,2,68,97,3.38,5.91,18.63
2016-17,21601166,4/5/2017,DET,H,35,42,240,102,0,1,20,5,2,80,97,2.53,11.78,10.8
2016-17,21601167,4/5/2017,OKC,A,44,33,240,103,7,1,10,5,0,79,92,9.25,11.78,31.61
2016-17,21601167,4/5/2017,MEM,H,42,36,240,100,7,4,4,6,2,74,93,2.53,5.09,5.72
2016-17,21601168,4/5/2017,DEN,A,37,40,240,104,2,1,5,5,2,79,99,2.56,7.92,5.42
2016-17,21601168,4/5/2017,HOU,H,52,25,240,110,3,4,17,4,0,85,102,5.36,16.38,15.07
2016-17,21601169,4/5/2017,BOS,H,50,27,240,91,1,1,1,3,1,66,88,11.02,21.28,12.89
2016-17,21601169,4/5/2017,CLE,A,50,27,240,114,1,0,29,5,1,90,110,10.26,38.08,6.41
2016-17,21601170,4/5/2017,LAL,A,22,55,240,102,0,0,26,3,1,76,100,27.82,37.03,32.21
2016-17,21601170,4/5/2017,SAS,H,60,17,240,95,0,5,0,5,0,70,89,9.21,22.89,28.78
2016-17,21601171,4/5/2017,GSW,A,64,14,240,120,1,0,23,4,2,91,112,13.68,16.28,5.96
2016-17,21601171,4/5/2017,PHX,H,22,56,240,111,0,1,2,5,2,78,105,2.6,8.31,8.71
2016-17,21601172,4/5/2017,DAL,A,32,45,240,101,0,0,0,6,1,73,94,5.71,10.68,21.11
2016-17,21601172,4/5/2017,LAC,H,47,31,240,112,0,0,20,4,0,90,106,4.97,27.3,7.51
2016-17,21601173,4/6/2017,CHI,A,38,40,240,102,1,2,17,4,0,80,99,22.33,24.73,14.42
2016-17,21601173,4/6/2017,PHI,H,28,50,240,90,0,0,2,5,1,67,85,2.4,5.93,8.03
2016-17,21601174,4/6/2017,BKN,A,19,59,,,,,,,,,,3.53,7.77,11.17
2016-17,21601174,4/6/2017,ORL,H,27,51,,,,,,,,,,4.24,6.29,6.25
2016-17,21601175,4/6/2017,MIL,A,40,38,240,89,2,1,5,4,1,73,85,2.05,6.25,5.48
2016-17,21601175,4/6/2017,IND,H,38,40,240,104,3,4,22,4,2,85,104,4.2,12.05,14.14
2016-17,21601176,4/6/2017,NYK,H,30,48,240,103,1,5,4,5,2,75,97,7.85,9.99,8.1
2016-17,21601176,4/6/2017,WAS,A,47,31,240,106,1,1,15,5,2,82,99,2.14,4.64,34.91
2016-17,21601177,4/6/2017,ATL,H,39,38,240,123,1,3,20,5,0,99,116,2.5,13.52,5.08
2016-17,21601177,4/6/2017,BOS,A,50,28,240,116,0,2,3,5,3,89,107,11.02,13.47,42.85
2016-17,21601178,4/6/2017,MIN,A,31,46,240,98,0,0,15,6,2,87,94,2.45,5.62,20.29
2016-17,21601178,4/6/2017,POR,H,38,40,240,105,1,3,9,4,2,80,99,3.17,5.67,7.14
2016-17,21601179,4/7/2017,ATL,A,40,38,240,114,7,2,20,4,1,83,111,2.5,12.76,18.97
2016-17,21601179,4/7/2017,CLE,H,51,27,240,100,7,5,9,6,2,78,94,10.26,30.23,26.8
2016-17,21601180,4/7/2017,MIA,A,38,40,240,94,0,1,7,5,2,65,84,19.97,23.35,5.77
2016-17,21601180,4/7/2017,TOR,H,48,31,240,96,1,1,18,4,1,70,88,3.38,11.23,14.25
2016-17,21601181,4/7/2017,NYK,A,30,49,240,88,1,1,4,5,0,72,82,7.85,10.38,9.21
2016-17,21601181,4/7/2017,MEM,H,42,37,240,101,2,2,16,4,1,70,97,2.53,7.89,12.52
2016-17,21601182,4/7/2017,HOU,H,53,25,240,109,1,2,12,4,2,87,105,5.36,7.89,8.69
2016-17,21601182,4/7/2017,DET,A,35,43,240,114,2,4,5,5,3,75,101,2.53,8.24,4.68
2016-17,21601183,4/7/2017,DAL,H,32,46,240,89,2,1,16,5,1,69,80,5.71,14.92,31.2
2016-17,21601183,4/7/2017,SAS,A,60,18,240,102,2,2,19,4,0,75,99,9.21,11.46,8.74
2016-17,21601184,4/7/2017,NOP,A,33,45,240,106,6,1,3,4,1,74,98,2.25,4.81,4.99
2016-17,21601184,4/7/2017,DEN,H,37,41,240,122,7,0,25,4,0,92,122,2.56,5.01,10.89
2016-17,21601185,4/7/2017,MIN,A,31,47,240,113,9,6,11,6,1,88,109,2.45,4.21,15.86
2016-17,21601185,4/7/2017,UTA,H,48,30,240,120,10,4,8,4,0,95,112,1.76,4.36,24.08
2016-17,21601186,4/7/2017,PHX,H,22,57,240,120,1,0,28,3,0,95,116,2.6,11.85,19.39
2016-17,21601186,4/7/2017,OKC,A,45,33,240,99,1,0,1,6,1,72,97,9.25,37.07,5.59
2016-17,21601187,4/7/2017,LAL,H,23,55,240,98,9,8,5,4,0,69,87,27.82,30.22,24.83
2016-17,21601187,4/7/2017,SAC,A,31,47,240,94,8,3,13,5,3,70,85,2.4,24.73,16.84
2016-17,21601188,4/8/2017,CHI,A,39,40,240,106,3,6,9,5,3,82,99,22.33,25.86,9.65
2016-17,21601188,4/8/2017,BKN,H,19,60,240,107,3,2,15,4,0,75,98,3.53,14.55,7.14
2016-17,21601189,4/8/2017,BOS,A,50,29,,,,,,,,,,11.02,13.44,6.38
2016-17,21601189,4/8/2017,CHA,H,36,43,,,,,,,,,,2.42,6.66,17.81
2016-17,21601190,4/8/2017,ORL,H,28,51,240,112,6,5,7,5,2,82,108,4.24,8.44,12.22
2016-17,21601190,4/8/2017,IND,A,39,40,240,127,7,4,20,4,1,99,122,4.2,6.25,4.64
2016-17,21601191,4/8/2017,MIL,A,40,39,240,90,4,1,12,4,0,67,86,2.05,4.45,5.03
2016-17,21601191,4/8/2017,PHI,H,28,51,240,82,4,3,10,5,1,60,76,2.4,22.37,19.56
2016-17,21601192,4/8/2017,MIA,A,38,41,,,,,,,,,,19.97,22.11,6.25
2016-17,21601192,4/8/2017,WAS,H,48,31,,,,,,,,,,2.14,7.11,31.62
2016-17,21601193,4/8/2017,LAC,A,48,31,240,98,5,1,14,4,1,82,98,4.97,14.18,15.48
2016-17,21601193,4/8/2017,SAS,H,61,18,240,87,5,3,3,4,1,70,87,9.21,12.38,6.66
2016-17,21601194,4/8/2017,POR,H,39,40,240,101,1,0,20,3,1,77,95,3.17,4.93,23.19
2016-17,21601194,4/8/2017,UTA,A,49,30,240,86,0,1,2,6,1,60,80,1.76,4.01,12.54
2016-17,21601195,4/8/2017,NOP,A,33,46,240,101,2,2,3,6,1,68,92,2.25,15.93,25.06
2016-17,21601195,4/8/2017,GSW,H,65,14,240,123,2,3,34,3,1,93,118,13.68,21.53,8.71
2016-17,21601196,4/9/2017,NYK,H,30,50,240,97,6,0,11,5,2,75,90,7.85,11.23,14.48
2016-17,21601196,4/9/2017,TOR,A,49,31,240,110,7,4,18,4,1,76,103,3.38,5.88,26.46
2016-17,21601197,4/9/2017,ATL,H,41,38,265,126,2,1,4,6,2,67,98,2.5,12.76,9.52
2016-17,21601197,4/9/2017,CLE,A,51,28,265,125,1,0,26,6,2,93,107,10.26,12.82,7.17
2016-17,21601198,4/9/2017,DEN,H,38,41,240,105,5,0,14,6,0,91,103,2.56,11.81,30.86
2016-17,21601198,4/9/2017,OKC,A,45,34,240,106,5,5,5,5,2,81,95,9.25,14.96,5.59
2016-17,21601199,4/9/2017,DAL,A,32,47,240,111,1,0,7,3,1,85,106,5.71,8.31,15.73
2016-17,21601199,4/9/2017,PHX,H,23,57,240,124,2,1,22,5,0,104,121,2.6,7.96,5.68
2016-17,21601200,4/9/2017,HOU,A,53,26,240,135,2,0,22,4,0,107,131,5.36,7.76,10.35
2016-17,21601200,4/9/2017,SAC,H,31,48,240,128,1,1,2,4,0,89,119,2.4,4.93,15.86
2016-17,21601201,4/9/2017,MEM,H,43,37,240,90,3,3,12,4,2,67,86,2.53,5.06,23.19
2016-17,21601201,4/9/2017,DET,A,36,43,240,103,4,5,13,4,0,75,99,2.53,30.35,5.17
2016-17,21601202,4/9/2017,LAL,H,24,55,240,110,8,2,16,5,1,78,103,27.82,30.27,39.42
2016-17,21601202,4/9/2017,MIN,A,31,48,240,109,8,9,7,4,0,79,103,2.45,6.65,21.11
2016-17,21601203,4/10/2017,IND,A,40,40,240,120,0,0,21,5,0,90,116,4.2,6.6,14.19
2016-17,21601203,4/10/2017,PHI,H,28,52,240,111,0,1,0,6,2,79,105,2.4,13.42,9.85
2016-17,21601204,4/10/2017,BOS,H,51,29,240,114,0,0,27,4,0,90,111,11.02,14.55,5.97
2016-17,21601204,4/10/2017,BKN,A,20,60,240,105,0,1,0,5,1,77,99,3.53,13.79,7.17
2016-17,21601205,4/10/2017,CLE,A,51,29,265,121,7,3,15,8,2,91,106,10.26,30.23,5.43
2016-17,21601205,4/10/2017,MIA,H,39,41,265,124,8,6,7,7,0,80,106,19.97,42.3,8.7
2016-17,21601206,4/10/2017,CHI,H,39,41,240,122,1,1,47,3,0,92,114,22.33,26.57,6.96
2016-17,21601206,4/10/2017,ORL,A,28,52,240,75,0,0,2,5,1,59,69,4.24,6.29,14.79
2016-17,21601207,4/10/2017,MIL,H,41,39,,,,,,,,,,2.05,4.47,5.17
2016-17,21601207,4/10/2017,CHA,A,36,44,,,,,,,,,,2.42,4.56,34.64
2016-17,21601208,4/10/2017,WAS,A,48,32,240,105,2,1,15,4,1,79,98,2.14,4.67,28.59
2016-17,21601208,4/10/2017,DET,H,37,43,240,101,1,3,2,4,3,73,94,2.53,5.7,8.1
2016-17,21601209,4/10/2017,POR,H,40,40,240,99,6,2,8,5,2,71,88,3.17,12.38,5.44
2016-17,21601209,4/10/2017,SAS,A,61,19,240,98,6,1,6,6,1,76,90,9.21,14.57,5.32
2016-17,21601210,4/10/2017,HOU,A,54,26,240,96,4,0,8,4,1,69,90,5.36,10.33,31.6
2016-17,21601210,4/10/2017,LAC,H,49,31,240,125,5,6,33,4,1,97,123,4.97,18.65,7.96
2016-17,21601211,4/10/2017,GSW,H,66,14,240,99,6,2,6,6,0,74,94,13.68,15.44,10.48
2016-17,21601211,4/10/2017,UTA,A,49,31,240,105,6,4,10,6,1,74,96,1.76,4.26,26.13
2016-17,21601212,4/11/2017,ATL,H,42,38,240,103,1,1,34,4,0,84,103,2.5,4.92,16.11
2016-17,21601212,4/11/2017,CHA,A,36,45,240,76,1,3,2,4,0,61,71,2.42,4.87,19.12
2016-17,21601213,4/11/2017,MIN,H,31,49,240,98,9,4,3,4,2,72,93,2.45,11.7,14.03
2016-17,21601213,4/11/2017,OKC,A,46,34,240,100,9,3,22,6,1,71,97,9.25,14.96,7.04
2016-17,21601214,4/11/2017,DAL,H,32,48,240,91,1,1,10,5,1,75,91,5.71,8.27,8.98
2016-17,21601214,4/11/2017,DEN,A,38,42,240,109,2,2,18,4,0,83,104,2.56,4.81,5.43
